Removed Pin From Net: NetName=GND Pin=C68-1
Removed Pin From Net: NetName=NetC67_1 Pin=C68-2
Removed Pin From Net: NetName=NetL3_1 Pin=U14-2
Removed Pin From Net: NetName=NetC72_1 Pin=U14-12
Change Component Footprint: Designator=C68 Old Footprint=CAPC3216X110X50LL20T25 New Footprint=FP-1210-L_3_2_0_3-W_2_5_0-IPC_B
Change Component Footprint: Designator=R85 Old Footprint=FP-FCSL90-R001-MFG New Footprint=FP-KRL6432E-MFG
Change Component Footprint: Designator=L3 Old Footprint=WE-HCI_7040 New Footprint=WE-HCI_1890
Change Component Comment : Designator=L3 Old Comment=744311100 New Comment=74435561100
Change Component Comment : Designator=C68 Old Comment=C1206C105K5RACTU New Comment=HMK325B7105KN-T
Change Component Comment : Designator=R85 Old Comment=FCSL90R001JER New Comment=KRL6432E-M-R002-G-T1
Change Managed Component Library Link : Designator=C68 Old VaultGUID=B7D15EC3-160A-466F-A46C-7801FE6295A7 New VaultGUID=B7D15EC3-160A-466F-A46C-7801FE6295A7 Old ItemGUID=E8BB9374-CAD9-4083-B39E-D35CF9CECC3E New ItemGUID=BEF90E56-C0F5-4FAF-9FCF-9D3FD8057002 Old RevisionGUID=21161082-042B-4F80-836A-E02CD4D168BC New RevisionGUID=8F35A735-D7C6-4DD0-A8BF-CD1668F9F3F0
Change Managed Component Library Link : Designator=L3 Old VaultGUID=B7D15EC3-160A-466F-A46C-7801FE6295A7 New VaultGUID=B7D15EC3-160A-466F-A46C-7801FE6295A7 Old ItemGUID=5C67B1AF-F6B4-4095-9A8F-758C824623DC New ItemGUID=24EA3A32-F367-48FE-BEF6-2F45C4541429 Old RevisionGUID=169FD3D4-80FB-409E-B7A0-20545E757366 New RevisionGUID=B41071EA-71E7-4783-BA89-7BB57C1E6133
Change Managed Component Library Link : Designator=R85 Old VaultGUID=B7D15EC3-160A-466F-A46C-7801FE6295A7 New VaultGUID=B7D15EC3-160A-466F-A46C-7801FE6295A7 Old ItemGUID=14719D4C-EF68-40E4-AF26-96BD5800AE80 New ItemGUID=E2583FD2-C937-4692-9996-B975125B3ACD Old RevisionGUID=E31F1552-0B36-4259-913C-B80BC1837032 New RevisionGUID=E4E589AC-D68B-495C-8464-D3D30E27576A
Change component parameters: Designator = "C68" ("C68"); Footprint = "CAPC3216X110X50LL20T25"; UniqueID = "\QZWAWIOR\OBFTSPTE" ("\QZWAWIOR\OBFTSPTE")
Add component (AddParameter): Name = "RoHS Compliant"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Temperature Coefficient"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Tolerance"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Type"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Value"; Value = "100k"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Voltage Rating"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Weight"; Value = ""; VariantName = "[No Variations]"
Added Component: Designator=R98_IO_CHECKER_0(R0603B)
Add component (AddParameter): Name = "Contact Finish"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "FIT"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Materials"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Max Operating Temperature"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "MFR"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "MFR PN"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Min Operating Temperature"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Mounting Technology"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Note"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Package"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Pins"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Power"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Rating"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "RoHS Compliant"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Temperature Coefficient"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Tolerance"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Type"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Value"; Value = "100k"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Voltage Rating"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Weight"; Value = ""; VariantName = "[No Variations]"
Added Component: Designator=R98_IO_CHECKER_1(R0603B)
Add component (AddParameter): Name = "Contact Finish"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "FIT"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Materials"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Max Operating Temperature"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "MFR"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "MFR PN"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Min Operating Temperature"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Mounting Technology"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Note"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Package"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Pins"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Power"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Rating"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "RoHS Compliant"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Temperature Coefficient"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Tolerance"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Type"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Value"; Value = "100k"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Voltage Rating"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Weight"; Value = ""; VariantName = "[No Variations]"
Added Component: Designator=R99_IO_CHECKER_0(R0603B)
Add component (AddParameter): Name = "Contact Finish"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "FIT"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Materials"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Max Operating Temperature"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "MFR"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "MFR PN"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Min Operating Temperature"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Mounting Technology"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Note"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Package"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Pins"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Power"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Rating"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "RoHS Compliant"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Temperature Coefficient"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Tolerance"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Type"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Value"; Value = "24k"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Voltage Rating"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Weight"; Value = ""; VariantName = "[No Variations]"
Added Component: Designator=R99_IO_CHECKER_1(R0603B)
Add component (AddParameter): Name = "Contact Finish"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "FIT"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Materials"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Max Operating Temperature"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "MFR"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "MFR PN"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Min Operating Temperature"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Mounting Technology"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Note"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Package"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Pins"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Power"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Rating"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "RoHS Compliant"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Temperature Coefficient"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Tolerance"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Type"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Value"; Value = "24k"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Voltage Rating"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Weight"; Value = ""; VariantName = "[No Variations]"
Added Component: Designator=R100_IO_CHECKER_0(R0603B)
Add component (AddParameter): Name = "Contact Finish"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "FIT"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Materials"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Max Operating Temperature"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "MFR"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "MFR PN"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Min Operating Temperature"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Mounting Technology"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Note"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Package"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Pins"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Power"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Rating"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "RoHS Compliant"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Temperature Coefficient"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Tolerance"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Type"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Value"; Value = "100k"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Voltage Rating"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Weight"; Value = ""; VariantName = "[No Variations]"
Added Component: Designator=R100_IO_CHECKER_1(R0603B)
Add component (AddParameter): Name = "Contact Finish"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "FIT"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Materials"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Max Operating Temperature"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "MFR"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "MFR PN"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Min Operating Temperature"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Mounting Technology"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Note"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Package"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Pins"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Power"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Rating"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "RoHS Compliant"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Temperature Coefficient"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Tolerance"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Type"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Value"; Value = "100k"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Voltage Rating"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Weight"; Value = ""; VariantName = "[No Variations]"
Added Component: Designator=R101_IO_CHECKER_0(R0603B)
Add component (AddParameter): Name = "Contact Finish"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "FIT"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Materials"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Max Operating Temperature"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "MFR"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "MFR PN"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Min Operating Temperature"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Mounting Technology"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Note"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Package"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Pins"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Power"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Rating"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "RoHS Compliant"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Temperature Coefficient"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Tolerance"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Type"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Value"; Value = "24k"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Voltage Rating"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Weight"; Value = ""; VariantName = "[No Variations]"
Added Component: Designator=R101_IO_CHECKER_1(R0603B)
Add component (AddParameter): Name = "Contact Finish"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "FIT"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Materials"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Max Operating Temperature"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "MFR"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "MFR PN"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Min Operating Temperature"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Mounting Technology"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Note"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Package"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Pins"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Power"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Rating"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "RoHS Compliant"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Temperature Coefficient"; Value = ""; VariantName = "[No Variations]"
